Num_Children,Gender,Income,Own_Car,Own_Housing,Credit_Card_Issuing
3,Male,44971,No,No,Denied
0,Female,73810,No,Yes,Denied
2,Male,53064,Yes,Yes,Denied
5,Male,101689,Yes,No,Approved
4,Male,111222,Yes,No,Approved
3,Female,41039,Yes,No,Denied
0,Male,110708,Yes,Yes,Approved
0,Female,59113,Yes,No,Denied
3,Male,70554,No,Yes,Denied
4,Male,99764,Yes,Yes,Approved
3,Female,90269,No,No,Denied
1,Female,83581,No,No,Denied
6,Male,42379,Yes,Yes,Denied
1,Male,76594,Yes,Yes,Approved
2,Male,116613,Yes,Yes,Approved
4,Male,99875,Yes,No,Approved
0,Female,63456,Yes,No,Denied
2,Male,50992,No,Yes,Denied
1,Male,78359,Yes,No,Approved
0,Female,66411,Yes,No,Denied
1,Male,95876,Yes,Yes,Approved
2,Male,82091,Yes,No,Approved
2,Male,113405,Yes,Yes,Approved
4,Female,87262,Yes,No,Denied
5,Male,56408,Yes,Yes,Denied
1,Male,91010,Yes,Yes,Approved
4,Male,59505,Yes,No,Denied
2,Male,66033,Yes,Yes,Denied
1,Female,78024,No,No,Denied
2,Male,43652,No,No,Denied
1,Male,58740,Yes,Yes,Denied
3,Female,37369,No,No,Denied
1,Male,114868,Yes,No,Approved
0,Male,61556,Yes,No,Denied
1,Male,74100,No,Yes,Denied
0,Male,41653,Yes,No,Denied
0,Female,83596,Yes,No,Denied
1,Male,52900,Yes,No,Denied
0,Male,77902,Yes,No,Denied
5,Male,76006,Yes,Yes,Approved
1,Male,45600,Yes,No,Denied
1,Female,82260,Yes,No,Denied
0,Male,55277,Yes,No,Denied
4,Female,31470,No,No,Denied
3,Female,49833,No,Yes,Denied
1,Female,42149,Yes,Yes,Denied
1,Male,114903,Yes,Yes,Approved
2,Female,64424,Yes,No,Denied
2,Male,118479,Yes,No,Approved
1,Male,76369,Yes,Yes,Approved
0,Female,40534,Yes,Yes,Denied
4,Male,57452,Yes,Yes,Denied
1,Female,36874,No,No,Denied
3,Male,46597,Yes,Yes,Denied
3,Male,42593,No,No,Denied
1,Male,87941,Yes,No,Approved
5,Female,93717,Yes,Yes,Approved
1,Male,56764,Yes,No,Denied
2,Male,63640,Yes,Yes,Denied
2,Female,76323,No,No,Denied
3,Female,91837,No,No,Approved
1,Male,81985,Yes,No,Approved
1,Female,40330,Yes,Yes,Denied
0,Male,76212,Yes,Yes,Approved
1,Female,69080,No,No,Denied
3,Male,111959,Yes,Yes,Approved
1,Female,80880,Yes,No,Denied
4,Female,91318,Yes,No,Approved
2,Female,32007,No,No,Denied
3,Male,63195,Yes,No,Denied
2,Male,95280,No,No,Approved
2,Male,78217,Yes,No,Approved
0,Female,72548,Yes,No,Denied
2,Male,113487,Yes,Yes,Approved
1,Female,60540,No,No,Denied
4,Female,64329,Yes,No,Denied
4,Male,117173,No,No,Approved
5,Male,61793,No,Yes,Denied
3,Female,84100,No,No,Denied
2,Male,67218,Yes,No,Denied
2,Male,61466,Yes,No,Denied
1,Male,71298,Yes,No,Denied
1,Male,116821,Yes,No,Approved
1,Male,108788,No,Yes,Approved
1,Male,78122,Yes,Yes,Approved
1,Male,58990,Yes,No,Denied
6,Female,59329,Yes,No,Denied
1,Female,48613,Yes,No,Denied
0,Female,69954,Yes,No,Denied
3,Female,60749,Yes,No,Denied
1,Female,92848,Yes,No,Approved
2,Male,58926,Yes,No,Denied
1,Female,33863,Yes,No,Denied
2,Female,72986,No,No,Denied
3,Female,44910,No,Yes,Denied
1,Male,86512,Yes,Yes,Approved
1,Male,49094,No,No,Denied
2,Male,90357,Yes,Yes,Approved
3,Male,107964,No,Yes,Approved
0,Male,66464,Yes,Yes,Denied
2,Male,62182,Yes,Yes,Denied
3,Female,72148,No,Yes,Denied
0,Female,32272,Yes,No,Denied
3,Male,54255,Yes,No,Denied
1,Female,70356,Yes,No,Denied
2,Male,87431,Yes,Yes,Approved
3,Male,92214,Yes,No,Approved
0,Male,112954,No,Yes,Approved
3,Female,59476,Yes,No,Denied
3,Female,47192,Yes,No,Denied
2,Female,62667,Yes,No,Denied
1,Female,34473,Yes,No,Denied
2,Male,95130,Yes,Yes,Approved
0,Female,30073,Yes,No,Denied
3,Male,66201,Yes,No,Denied
2,Male,113691,Yes,No,Approved
2,Female,65803,Yes,No,Denied
2,Male,60924,Yes,No,Denied
2,Male,80513,Yes,No,Approved
1,Female,94169,Yes,Yes,Approved
2,Female,37923,No,Yes,Denied
5,Female,40305,No,No,Denied
5,Female,51776,Yes,Yes,Denied
2,Male,90087,Yes,No,Approved
2,Female,71290,Yes,No,Denied
3,Female,74786,Yes,No,Denied
2,Female,68320,Yes,Yes,Denied
1,Female,57296,Yes,No,Denied
3,Male,93413,Yes,Yes,Approved
3,Male,41665,No,Yes,Denied
3,Female,97316,Yes,No,Approved
4,Male,52064,No,Yes,Denied
5,Female,93552,No,Yes,Approved
1,Female,51389,Yes,No,Denied
1,Female,90627,Yes,No,Approved
2,Male,44108,Yes,Yes,Denied
3,Female,75227,Yes,No,Denied
0,Female,33300,No,No,Denied
2,Female,65246,Yes,No,Denied
1,Male,97698,Yes,Yes,Approved
2,Male,63793,Yes,Yes,Denied
0,Male,85653,Yes,No,Approved
3,Male,81410,Yes,No,Approved
0,Male,60903,Yes,Yes,Denied
0,Female,54392,No,Yes,Denied
1,Female,61126,Yes,No,Denied
2,Female,40571,No,Yes,Denied
1,Male,98221,Yes,No,Approved
2,Female,41428,Yes,No,Denied
2,Male,59634,Yes,Yes,Denied
3,Male,55972,Yes,No,Denied
3,Male,76153,Yes,No,Approved
1,Male,60061,Yes,No,Denied
3,Female,68026,Yes,No,Denied
3,Female,86454,Yes,No,Denied
3,Male,71762,No,No,Denied
2,Male,56402,Yes,Yes,Denied
1,Female,56496,Yes,No,Denied
3,Male,118938,No,No,Approved
3,Male,62286,Yes,Yes,Denied
2,Male,44769,Yes,No,Denied
0,Female,97844,Yes,No,Approved
2,Male,114631,Yes,No,Approved
1,Female,46472,Yes,No,Denied
0,Female,40977,No,Yes,Denied
4,Male,49556,Yes,Yes,Denied
3,Male,64492,Yes,Yes,Denied
2,Female,69234,Yes,No,Denied
2,Male,117733,No,Yes,Approved
6,Female,48593,Yes,No,Denied
2,Male,56923,Yes,No,Denied
1,Female,66223,Yes,Yes,Denied
2,Male,91291,Yes,No,Approved
1,Male,66416,Yes,Yes,Denied
1,Female,33922,Yes,Yes,Denied
2,Female,87374,Yes,Yes,Approved
4,Male,76985,Yes,Yes,Approved
2,Male,73949,No,Yes,Denied
2,Male,95652,No,No,Approved
3,Female,72202,No,No,Denied
3,Female,32173,Yes,Yes,Denied
0,Male,50380,Yes,No,Denied
1,Male,116619,Yes,Yes,Approved
0,Female,74572,No,No,Denied
0,Female,87236,No,No,Denied
2,Male,103752,No,No,Approved
0,Male,45310,No,Yes,Denied
3,Male,96617,No,No,Approved
2,Female,41704,No,No,Denied
4,Female,52458,Yes,No,Denied
6,Male,78330,Yes,Yes,Approved
0,Male,79909,Yes,No,Approved
4,Female,71731,Yes,Yes,Denied
0,Male,116862,Yes,Yes,Approved
3,Male,64393,Yes,No,Denied
5,Female,81408,Yes,Yes,Denied
3,Female,86624,Yes,No,Approved
1,Male,67093,Yes,Yes,Denied
2,Male,54585,Yes,No,Denied
4,Male,52925,Yes,No,Denied
2,Male,115822,Yes,Yes,Approved
2,Male,77427,Yes,No,Approved
6,Female,79746,No,No,Denied
2,Female,35750,Yes,No,Denied
1,Female,55805,No,Yes,Denied
4,Male,71549,Yes,No,Denied
3,Female,83591,Yes,No,Denied
2,Female,40239,Yes,No,Denied
2,Female,51183,No,No,Denied
2,Male,51825,Yes,No,Denied
1,Female,55888,Yes,Yes,Denied
2,Female,32657,Yes,No,Denied
1,Male,43805,No,Yes,Denied
0,Female,59017,No,No,Denied
3,Female,62585,No,No,Denied
1,Female,89033,No,No,Denied
2,Female,74561,No,No,Denied
3,Male,52551,No,No,Denied
1,Male,49895,Yes,No,Denied
2,Male,45749,Yes,Yes,Denied
5,Female,34710,Yes,Yes,Denied
2,Female,86603,Yes,Yes,Approved
2,Female,32077,Yes,No,Denied
2,Male,69401,Yes,Yes,Approved
2,Female,50374,Yes,No,Denied
1,Male,102820,Yes,No,Approved
2,Female,77483,Yes,Yes,Denied
0,Male,83203,Yes,No,Approved
2,Female,84273,No,No,Denied
0,Female,36929,Yes,No,Denied
2,Female,99453,No,No,Approved
5,Male,48525,Yes,Yes,Denied
2,Male,106025,Yes,Yes,Approved
0,Male,49278,No,No,Denied
1,Female,51240,Yes,Yes,Denied
1,Male,75087,Yes,No,Denied
0,Female,30268,Yes,Yes,Denied
1,Male,50118,Yes,No,Denied
3,Male,102829,Yes,Yes,Approved
2,Male,50083,Yes,No,Denied
1,Female,92688,Yes,No,Approved
0,Male,111472,Yes,No,Approved
0,Female,74743,Yes,No,Denied
4,Female,95327,No,No,Approved
2,Female,66558,No,No,Denied
0,Female,97565,Yes,No,Approved
2,Female,98676,No,No,Approved
1,Male,59708,Yes,Yes,Denied
1,Male,109228,Yes,No,Approved
1,Female,74279,Yes,Yes,Denied
0,Male,59989,Yes,Yes,Denied
4,Male,59904,Yes,Yes,Denied
1,Female,91002,No,Yes,Approved
1,Male,86636,Yes,No,Approved
2,Female,31998,Yes,Yes,Denied
4,Female,61724,No,No,Denied
2,Male,101076,Yes,No,Approved
1,Female,48204,No,No,Denied
1,Female,70710,No,No,Denied
3,Male,65774,Yes,Yes,Denied
1,Male,51657,No,No,Denied
1,Male,105812,Yes,No,Approved
2,Female,85942,Yes,No,Denied
1,Male,93980,No,No,Approved
2,Male,104356,Yes,No,Approved
2,Male,72615,Yes,No,Denied
1,Female,99734,Yes,No,Approved
1,Female,48437,Yes,No,Denied
5,Female,71556,No,No,Denied
3,Female,91214,Yes,No,Approved
1,Male,101000,Yes,No,Approved
2,Female,97110,Yes,No,Approved
0,Male,93496,Yes,Yes,Approved
5,Female,62756,No,No,Denied
1,Female,58936,Yes,Yes,Denied
3,Female,95488,Yes,Yes,Approved
2,Female,52462,No,No,Denied
1,Male,46537,Yes,Yes,Denied
3,Male,59011,Yes,Yes,Denied
1,Male,105580,No,Yes,Approved
1,Female,44787,Yes,Yes,Denied
3,Female,79900,Yes,No,Denied
1,Male,56600,Yes,Yes,Denied
0,Male,42924,Yes,Yes,Denied
1,Male,80599,Yes,No,Approved
4,Female,93550,Yes,No,Approved
1,Male,95871,Yes,No,Approved
3,Female,97048,No,Yes,Approved
2,Female,39494,Yes,No,Denied
1,Male,115119,Yes,Yes,Approved
2,Female,49104,No,Yes,Denied
1,Female,69923,Yes,No,Denied
0,Male,70137,Yes,Yes,Denied
1,Female,37699,Yes,No,Denied
3,Male,59418,Yes,No,Denied
1,Male,80230,Yes,Yes,Approved
4,Male,97354,Yes,Yes,Approved
0,Female,38593,No,Yes,Denied
2,Female,45263,Yes,No,Denied
2,Male,43265,Yes,No,Denied
0,Female,63234,Yes,No,Denied
4,Male,69974,Yes,No,Denied
1,Female,99619,No,No,Approved
1,Female,76592,No,Yes,Denied
0,Male,98506,Yes,No,Approved
1,Male,108813,Yes,No,Approved
1,Male,67440,Yes,Yes,Denied
2,Male,79112,Yes,Yes,Approved
2,Male,80723,Yes,No,Approved
4,Male,106761,Yes,No,Approved
3,Male,74008,No,Yes,Approved
1,Male,54645,No,Yes,Denied
1,Male,104618,Yes,Yes,Approved
1,Male,53884,Yes,No,Denied
3,Female,86330,No,No,Denied
2,Female,43596,Yes,Yes,Denied
3,Female,97763,No,No,Approved
5,Female,84284,Yes,No,Denied
3,Female,95108,Yes,Yes,Approved
2,Female,76837,Yes,Yes,Denied
5,Female,78396,Yes,No,Denied
0,Male,82820,No,Yes,Approved
4,Male,50504,Yes,No,Denied
4,Male,49136,Yes,No,Denied
0,Male,115336,Yes,No,Approved
2,Female,58910,Yes,No,Denied
3,Male,40318,Yes,Yes,Denied
3,Male,53337,Yes,Yes,Denied
0,Male,52702,Yes,No,Denied
0,Male,76406,Yes,Yes,Approved
3,Female,37773,Yes,No,Denied
2,Male,118544,Yes,Yes,Approved
2,Female,69391,Yes,No,Denied
2,Female,98451,Yes,No,Approved
0,Female,64954,Yes,Yes,Denied
5,Male,69158,Yes,Yes,Denied
3,Male,101846,No,Yes,Approved
3,Female,34758,Yes,Yes,Denied
3,Male,43053,Yes,Yes,Denied
2,Female,97169,Yes,No,Approved
1,Female,96033,No,Yes,Approved
1,Male,87015,Yes,Yes,Approved
1,Male,113147,No,No,Approved
1,Male,54524,Yes,No,Denied
2,Male,93865,Yes,No,Approved
2,Female,35460,Yes,No,Denied
1,Female,78008,No,No,Denied
0,Female,40179,Yes,No,Denied
2,Female,90529,Yes,No,Approved
2,Female,72101,Yes,Yes,Denied
4,Male,78493,Yes,No,Approved
1,Female,66116,Yes,Yes,Denied
0,Female,72928,No,Yes,Denied
3,Male,72257,Yes,Yes,Approved
2,Female,36923,No,Yes,Denied
0,Male,108452,Yes,Yes,Approved
1,Female,50113,Yes,No,Denied
2,Female,57185,No,Yes,Denied
1,Male,48795,Yes,No,Denied
3,Male,87993,No,Yes,Approved
2,Female,78084,Yes,Yes,Approved
3,Female,62086,Yes,No,Denied
1,Female,76486,Yes,Yes,Denied
2,Female,34096,No,No,Denied
2,Male,76861,Yes,Yes,Approved
2,Female,66395,Yes,No,Denied
1,Female,72148,Yes,Yes,Denied
1,Male,99541,Yes,Yes,Approved
1,Female,34476,Yes,Yes,Denied
3,Female,36116,Yes,No,Denied
0,Male,82920,Yes,No,Approved
1,Male,69485,Yes,Yes,Denied
2,Female,34986,Yes,No,Denied
2,Male,65148,Yes,No,Denied
3,Male,75090,Yes,No,Denied
3,Female,97847,Yes,No,Approved
1,Female,80599,Yes,Yes,Approved
3,Female,58267,Yes,No,Denied
2,Female,98965,Yes,Yes,Approved
1,Female,30608,Yes,Yes,Denied
1,Female,91747,Yes,No,Approved
1,Female,73160,Yes,No,Denied
2,Female,63828,No,No,Denied
0,Female,98419,Yes,No,Approved
2,Male,91029,Yes,No,Approved
3,Male,97101,Yes,Yes,Approved
1,Male,63068,Yes,No,Denied
2,Male,104246,Yes,No,Approved
3,Female,30342,No,No,Denied
4,Male,51271,Yes,No,Denied
0,Male,105372,Yes,Yes,Approved
4,Female,88481,No,Yes,Approved
2,Male,83815,No,Yes,Approved
1,Female,58480,Yes,Yes,Denied
3,Female,38877,Yes,Yes,Denied
1,Female,38379,Yes,No,Denied
1,Male,71848,Yes,No,Denied
1,Female,66730,No,No,Denied
0,Female,56373,No,No,Denied
1,Male,107588,Yes,Yes,Approved
0,Male,87833,Yes,No,Approved
8,Female,91521,Yes,No,Approved
3,Male,81003,Yes,No,Approved
3,Female,72565,Yes,Yes,Denied
2,Male,76236,Yes,No,Denied
1,Male,95867,Yes,Yes,Approved
2,Male,63324,Yes,No,Denied
3,Female,76609,Yes,Yes,Denied
0,Female,63432,Yes,No,Denied
0,Female,86770,Yes,Yes,Approved
2,Male,78959,Yes,Yes,Approved
0,Male,119484,Yes,Yes,Approved
0,Male,92788,Yes,Yes,Approved
1,Male,104246,Yes,No,Approved
2,Female,45169,No,No,Denied
2,Female,51125,Yes,No,Denied
1,Male,65119,Yes,No,Denied
3,Male,112468,Yes,No,Approved
1,Male,105060,No,Yes,Approved
1,Male,51652,No,No,Denied
1,Male,41725,No,Yes,Denied
1,Male,96893,No,No,Approved
1,Male,110016,No,No,Approved
4,Female,39090,Yes,No,Denied
3,Female,99695,Yes,Yes,Approved
0,Male,97205,Yes,No,Approved
1,Female,55910,Yes,Yes,Denied
3,Female,47106,Yes,Yes,Denied
2,Female,92897,Yes,No,Approved
0,Male,48942,No,Yes,Denied
1,Female,71278,Yes,No,Denied
0,Male,70347,Yes,No,Denied
1,Male,114742,Yes,No,Approved
1,Male,113212,Yes,No,Approved
1,Female,48289,Yes,No,Denied
4,Male,57506,Yes,Yes,Denied
1,Male,82764,Yes,No,Approved
3,Female,70690,Yes,No,Denied
0,Male,55369,Yes,No,Denied
2,Male,118322,Yes,No,Approved
1,Female,98402,No,No,Approved
3,Male,58279,No,No,Denied
2,Female,92540,Yes,No,Approved
1,Female,46796,No,Yes,Denied
0,Female,40104,No,No,Denied
0,Male,66998,Yes,No,Denied
3,Male,108581,Yes,No,Approved
1,Female,93528,Yes,No,Approved
2,Male,53624,Yes,Yes,Denied
1,Male,80099,Yes,Yes,Approved
2,Female,92641,Yes,No,Approved
3,Female,98010,Yes,Yes,Approved
1,Male,112453,No,Yes,Approved
1,Male,109374,Yes,Yes,Approved
2,Male,66718,Yes,No,Denied
3,Male,80434,No,Yes,Approved
0,Male,73030,Yes,No,Denied
3,Female,99276,Yes,No,Approved
1,Female,72197,No,Yes,Denied
0,Female,61022,Yes,No,Denied
3,Female,39036,Yes,No,Denied
2,Male,104482,No,No,Approved
3,Female,78367,Yes,No,Denied
1,Male,109932,Yes,Yes,Approved
3,Male,79747,Yes,Yes,Approved
1,Male,105510,Yes,No,Approved
2,Male,110901,Yes,No,Approved
4,Male,105864,Yes,Yes,Approved
2,Female,95624,Yes,No,Approved
0,Male,68202,No,Yes,Denied
4,Female,78738,Yes,No,Denied
4,Female,45061,Yes,No,Denied
2,Female,65029,Yes,Yes,Denied
2,Female,64551,No,Yes,Denied
4,Female,90270,No,Yes,Approved
3,Male,57801,No,Yes,Denied
2,Male,76033,Yes,No,Denied
2,Male,53231,Yes,No,Denied
1,Male,62518,Yes,Yes,Denied
1,Male,85668,No,Yes,Approved
1,Female,95808,No,No,Approved
2,Female,66152,No,Yes,Denied
2,Female,82416,Yes,Yes,Denied
0,Male,95684,Yes,Yes,Approved
4,Female,33280,No,Yes,Denied
0,Male,89473,Yes,No,Approved
2,Male,112486,Yes,No,Approved
1,Male,100292,Yes,No,Approved
2,Female,41113,Yes,No,Denied
0,Male,40208,No,No,Denied
0,Male,72098,No,Yes,Approved
1,Female,32045,Yes,No,Denied
3,Female,81783,No,No,Denied
1,Female,78950,Yes,No,Denied
2,Male,84235,Yes,Yes,Approved
0,Female,96378,Yes,No,Approved
2,Male,106861,Yes,Yes,Approved
2,Male,62814,Yes,Yes,Denied
2,Male,119787,Yes,No,Approved
2,Male,109341,Yes,Yes,Approved
1,Male,90908,Yes,Yes,Approved
0,Male,85378,Yes,No,Approved
3,Male,52451,Yes,Yes,Denied
2,Male,65144,Yes,Yes,Denied
4,Male,76916,Yes,Yes,Approved
1,Male,90199,Yes,Yes,Approved
3,Male,78502,Yes,Yes,Approved
1,Male,117123,No,Yes,Approved
2,Male,73835,Yes,Yes,Approved
0,Female,81985,Yes,Yes,Approved
0,Male,43725,Yes,Yes,Denied
5,Male,73532,Yes,No,Denied
2,Male,65180,No,No,Denied
2,Female,85423,No,No,Denied
2,Female,59030,Yes,No,Denied
0,Male,76919,Yes,No,Approved
3,Male,50274,Yes,Yes,Denied
2,Male,67012,Yes,Yes,Denied
0,Male,110818,Yes,Yes,Approved
5,Female,76113,No,No,Denied
1,Male,60147,Yes,Yes,Denied
4,Male,104572,No,Yes,Approved
1,Female,75468,No,No,Denied
1,Male,67130,Yes,Yes,Denied
3,Female,34699,Yes,No,Denied
1,Female,64383,Yes,Yes,Denied
1,Female,65754,No,No,Denied
1,Female,43047,Yes,No,Denied
2,Male,43473,Yes,Yes,Denied
1,Male,99994,Yes,No,Approved
1,Male,77036,No,Yes,Approved
3,Male,62425,Yes,No,Denied
0,Female,47684,No,No,Denied
1,Female,48857,Yes,No,Denied
0,Male,85453,Yes,Yes,Approved
2,Male,79975,Yes,No,Approved
2,Male,95581,Yes,Yes,Approved
1,Male,62934,Yes,No,Denied
3,Male,44915,No,Yes,Denied
3,Male,97579,Yes,Yes,Approved
1,Female,56611,Yes,Yes,Denied
0,Female,85812,No,No,Denied
4,Female,42807,Yes,Yes,Denied
3,Male,53735,Yes,Yes,Denied
0,Female,62110,No,No,Denied
1,Male,70208,Yes,No,Denied
2,Male,70966,No,Yes,Denied
1,Male,81668,Yes,No,Approved
4,Male,91938,Yes,Yes,Approved
1,Female,48853,Yes,No,Denied
1,Male,104685,Yes,No,Approved
3,Male,75835,Yes,No,Denied
2,Female,64107,Yes,No,Denied
3,Female,58384,Yes,Yes,Denied
1,Male,111707,Yes,Yes,Approved
0,Female,64326,Yes,Yes,Denied
0,Male,96834,No,No,Approved
3,Male,47868,Yes,No,Denied
0,Male,101023,No,No,Approved
0,Male,77148,Yes,Yes,Approved
2,Male,49858,Yes,Yes,Denied
2,Female,81018,Yes,Yes,Denied
3,Female,42450,No,Yes,Denied
2,Male,111540,Yes,Yes,Approved
1,Male,110045,No,Yes,Approved
3,Female,41199,Yes,Yes,Denied
2,Male,83879,No,No,Approved
2,Male,98900,No,No,Approved
0,Female,91438,Yes,Yes,Approved
0,Male,80425,Yes,Yes,Approved
1,Male,75345,Yes,Yes,Approved
1,Male,95003,Yes,Yes,Approved
3,Female,65730,Yes,Yes,Denied
0,Male,55240,Yes,No,Denied
5,Male,42841,Yes,Yes,Denied
1,Female,57765,Yes,No,Denied
3,Female,77922,No,No,Denied
4,Female,55487,Yes,Yes,Denied
4,Male,114606,Yes,No,Approved
3,Female,38460,Yes,No,Denied
3,Male,76664,No,Yes,Approved
1,Female,69895,No,No,Denied
1,Female,47532,Yes,No,Denied
2,Female,82360,No,No,Denied
2,Female,63497,No,No,Denied
1,Female,30983,No,Yes,Denied
5,Female,65352,No,No,Denied
0,Female,74095,Yes,No,Denied
4,Male,112800,Yes,Yes,Approved
2,Male,63331,No,Yes,Denied
1,Female,49841,Yes,No,Denied
2,Female,47575,No,No,Denied
2,Male,111929,Yes,Yes,Approved
3,Male,79084,Yes,No,Denied
0,Male,101439,No,Yes,Approved
0,Male,85842,No,Yes,Approved
2,Male,90286,Yes,No,Approved
2,Male,84495,Yes,No,Approved
5,Female,68267,No,Yes,Denied
3,Male,67773,Yes,No,Denied
2,Female,45521,No,No,Denied
1,Female,34971,Yes,Yes,Denied
5,Female,54308,Yes,No,Denied
0,Male,118689,Yes,No,Approved
2,Male,72226,Yes,No,Denied
2,Male,88084,Yes,No,Approved
0,Male,105545,No,No,Approved
1,Female,55918,Yes,No,Denied
3,Female,77450,No,No,Denied
4,Male,57521,Yes,No,Denied
3,Male,55377,No,Yes,Denied
4,Female,65211,No,No,Denied
1,Male,68134,Yes,Yes,Denied
1,Female,36342,No,No,Denied
4,Male,106979,Yes,No,Approved
0,Female,32560,Yes,Yes,Denied
4,Female,72658,Yes,Yes,Denied
3,Male,70863,No,No,Denied
3,Female,73888,Yes,No,Denied
2,Female,59277,No,No,Denied
1,Male,49776,Yes,Yes,Denied
1,Female,58941,Yes,No,Denied
2,Female,77465,Yes,No,Denied
1,Male,72948,Yes,Yes,Approved
1,Female,71816,No,Yes,Denied
2,Female,70326,Yes,Yes,Denied
1,Male,57942,Yes,No,Denied
1,Male,79378,Yes,Yes,Approved
1,Male,84723,Yes,Yes,Approved
0,Female,52082,Yes,Yes,Denied
1,Male,103839,Yes,No,Approved
4,Female,97956,Yes,No,Approved
4,Female,87678,No,No,Denied
3,Female,95596,Yes,No,Approved
1,Male,65133,Yes,Yes,Denied
1,Male,54138,Yes,No,Denied
5,Male,47839,No,Yes,Denied
0,Male,65302,Yes,No,Denied
3,Female,94025,No,No,Approved
3,Male,71799,Yes,Yes,Approved
0,Female,78225,Yes,No,Denied
1,Male,102603,Yes,No,Approved
0,Male,47477,No,Yes,Denied
0,Female,51624,No,No,Denied
1,Male,104175,Yes,No,Approved
0,Female,35606,No,Yes,Denied
0,Male,111471,Yes,Yes,Approved
2,Female,32667,No,No,Denied
2,Male,48126,Yes,No,Denied
1,Male,41828,No,No,Denied
3,Male,40284,Yes,No,Denied
2,Female,76060,Yes,No,Denied
2,Male,55787,Yes,No,Denied
4,Male,62761,No,Yes,Denied
2,Male,47092,Yes,Yes,Denied
2,Male,92954,Yes,Yes,Approved
2,Female,85822,No,Yes,Approved
1,Male,57560,Yes,Yes,Denied
1,Female,43571,No,No,Denied
1,Female,96457,Yes,No,Approved
4,Female,98199,Yes,No,Approved
2,Male,97575,Yes,Yes,Approved
1,Female,68331,Yes,No,Denied
1,Male,72445,Yes,Yes,Approved
4,Male,96545,Yes,No,Approved
2,Female,52943,Yes,No,Denied
1,Female,73204,No,No,Denied
0,Female,84512,Yes,No,Approved
0,Female,64429,Yes,No,Denied
2,Male,56051,No,Yes,Denied
3,Female,63532,No,No,Denied
2,Female,77076,No,No,Denied
3,Male,57583,Yes,No,Denied
1,Male,57762,Yes,Yes,Denied
2,Female,35807,No,Yes,Denied
2,Female,73267,No,Yes,Denied
3,Male,48162,Yes,Yes,Denied
1,Female,56874,Yes,Yes,Denied
2,Male,69237,Yes,No,Denied
1,Female,44523,Yes,No,Denied
1,Female,46245,No,No,Denied
1,Male,106476,Yes,No,Approved
3,Male,82414,No,Yes,Approved
2,Male,115672,No,No,Approved
0,Female,84547,Yes,No,Denied
1,Female,72591,Yes,No,Denied
5,Female,73793,Yes,No,Denied
4,Female,37427,No,No,Denied
2,Female,39738,No,Yes,Denied
2,Male,92277,Yes,No,Approved
3,Male,61196,Yes,No,Denied
3,Male,53364,No,No,Denied
1,Male,42382,Yes,No,Denied
0,Female,65778,No,No,Denied
0,Female,97974,Yes,Yes,Approved
1,Male,82050,Yes,No,Approved
2,Female,56639,Yes,No,Denied
1,Male,44908,No,Yes,Denied
1,Female,99565,No,Yes,Approved
3,Female,47668,Yes,No,Denied
1,Male,54200,Yes,Yes,Denied
1,Male,91540,Yes,Yes,Approved
5,Male,51681,Yes,No,Denied
2,Female,95257,No,No,Approved
5,Male,86443,Yes,No,Approved
1,Male,97788,Yes,No,Approved
1,Male,50771,Yes,No,Denied
1,Female,75316,No,No,Denied
3,Male,92516,Yes,No,Approved
3,Male,42909,Yes,Yes,Denied
1,Female,39605,Yes,Yes,Denied
2,Male,59716,Yes,No,Denied
0,Male,71268,Yes,Yes,Approved
0,Male,109475,Yes,Yes,Approved
0,Female,87187,Yes,Yes,Approved
1,Female,88220,Yes,No,Approved
0,Female,67287,Yes,No,Denied
1,Male,85814,Yes,No,Approved
1,Male,54551,Yes,Yes,Denied
0,Female,85365,Yes,Yes,Approved
0,Male,50600,Yes,No,Denied
1,Female,56301,No,No,Denied
5,Female,88537,Yes,No,Denied
1,Male,119957,No,Yes,Approved
2,Male,81309,No,No,Approved
4,Male,54087,No,Yes,Denied
2,Male,87082,Yes,Yes,Approved
4,Male,116868,Yes,Yes,Approved
2,Female,82881,Yes,Yes,Approved
1,Female,57798,No,Yes,Denied
4,Female,40916,Yes,No,Denied
2,Female,78829,No,Yes,Denied
2,Female,80483,No,No,Denied
1,Male,118161,Yes,No,Approved
0,Female,83003,Yes,No,Denied
2,Male,59028,Yes,No,Denied
1,Male,65922,Yes,Yes,Denied
3,Female,98558,Yes,No,Approved
5,Female,38660,Yes,No,Denied
1,Male,118238,Yes,No,Approved
4,Female,51595,Yes,Yes,Denied
4,Female,55655,Yes,No,Denied
1,Male,79909,No,No,Denied
3,Male,72840,Yes,No,Denied
2,Male,112518,Yes,Yes,Approved
1,Female,91027,Yes,No,Approved
3,Female,66952,Yes,No,Denied
3,Female,88802,No,No,Denied
2,Female,33929,No,No,Denied
4,Male,86847,Yes,Yes,Approved
4,Female,74578,No,No,Denied
1,Female,42348,Yes,No,Denied
0,Female,31197,No,No,Denied
0,Male,64621,Yes,Yes,Denied
2,Male,93944,Yes,Yes,Approved
0,Male,48322,Yes,No,Denied
0,Female,37172,Yes,No,Denied
3,Female,39142,Yes,No,Denied
0,Female,31367,No,Yes,Denied
2,Male,97249,Yes,No,Approved
2,Female,69415,Yes,No,Denied
6,Male,67212,Yes,No,Denied
0,Female,59041,Yes,No,Denied
2,Female,48331,No,No,Denied
